1,0.999222,0.999034,0.525619,0.430599,0.998949,0.1057,0.074186,0.105692,0.188831,GALAXY
2,0.998791,0.998901,0.540263,0.470183,0.999067,0.919717,0.275728,0.919713,0.938968,QSO
3,0.998871,0.998773,0.408512,0.350815,0.998772,0.356654,0.032439,0.356648,0.548061,GALAXY
4,0.999023,0.999051,0.590779,0.524833,0.999146,0.700585,0.058358,0.700594,0.842572,GALAXY
5,0.999209,0.998882,0.489835,0.429678,0.998977,0.489867,0.001401,0.489862,0.677772,STAR
6,0.998802,0.998782,0.450111,0.390483,0.998876,0.035016,0.029975,0.035013,0.082059,GALAXY
7,0.998965,0.998817,0.421021,0.321609,0.998669,0.069947,0.001413,0.069945,0.136264,STAR
8,0.999071,0.999069,0.539844,0.446684,0.998968,0.368784,0.072329,0.368781,0.584517,GALAXY
9,0.998956,0.999062,0.539359,0.444476,0.998989,0.401275,0.071648,0.40127,0.608138,GALAXY
10,0.999142,0.999015,0.532964,0.444719,0.998952,0.308443,0.070484,0.308444,0.512015,GALAXY
11,0.999094,0.999119,0.604965,0.486168,0.999028,0.852944,0.111294,0.852944,0.904151,GALAXY
12,0.999118,0.99895,0.48404,0.404469,0.998886,0.465115,0.064573,0.465109,0.60964,GALAXY
13,0.99848,0.998497,0.323607,0.29266,0.998673,0.17775,0.001392,0.177754,0.363599,STAR
14,0.998806,0.998906,0.537541,0.483633,0.999102,0.64815,0.135083,0.648156,0.793965,QSO
15,0.998891,0.998965,0.569525,0.507927,0.999103,0.398351,0.301939,0.398339,0.587794,QSO
16,0.99864,0.998661,0.40919,0.368069,0.998845,0.575922,0.001391,0.57593,0.700573,STAR
17,0.998929,0.998775,0.41109,0.320141,0.998674,0.069375,0.001378,0.069375,0.129847,STAR
18,0.998981,0.99916,0.614048,0.486915,0.999043,0.595708,0.096611,0.595717,0.730748,GALAXY
19,0.998614,0.998584,0.350907,0.309634,0.998701,0.259833,0.001322,0.259832,0.46095,STAR
20,0.998686,0.998631,0.356703,0.304841,0.99867,0.004891,0.021992,0.004886,0.104724,GALAXY
21,0.998869,0.998892,0.527539,0.472283,0.999091,0.212368,0.001397,0.212361,0.403195,STAR
22,0.998754,0.998845,0.517045,0.455262,0.999066,0.575922,0.235978,0.57593,0.697297,QSO
23,0.999055,0.999068,0.577678,0.474921,0.999005,0.479024,0.097353,0.479033,0.626161,GALAXY
24,0.999099,0.998964,0.489361,0.410853,0.998897,0.448005,0.056806,0.448009,0.601993,GALAXY
25,0.999098,0.999207,0.617546,0.504219,0.999059,0.605651,0.113699,0.605651,0.814309,GALAXY
26,0.999163,0.999086,0.546918,0.450151,0.999021,0.508914,0.073326,0.508916,0.677635,GALAXY
27,0.998794,0.998741,0.412287,0.349424,0.998763,0.037869,0.013857,0.037863,0.11633,GALAXY
28,0.998901,0.998787,0.412956,0.33209,0.998713,0.184427,0.001419,0.184431,0.404697,STAR
29,0.999052,0.999024,0.591191,0.518293,0.999154,0.506643,0.001419,0.506636,0.649372,STAR
30,0.998992,0.999021,0.612689,0.531727,0.999188,0.329367,0.033097,0.329371,0.532223,QSO
31,0.998812,0.998733,0.406067,0.347041,0.998759,0.074097,0.019809,0.074098,0.161524,GALAXY
32,0.99875,0.998798,0.482296,0.42885,0.998951,0.468531,0.325984,0.468529,0.611551,QSO
33,0.99889,0.998984,0.587402,0.516039,0.999157,0.697488,0.232151,0.6975,0.796969,QSO
34,0.999062,0.999152,0.596116,0.487886,0.999044,0.897161,0.094597,0.897158,0.930093,GALAXY
35,0.998723,0.99875,0.44765,0.397576,0.998907,0.458847,0.001373,0.458839,0.604997,STAR
36,0.999352,0.999104,0.560853,0.466062,0.999026,0.276031,0.059026,0.276036,0.49604,GALAXY
37,0.999123,0.999053,0.597851,0.526689,0.999195,0.652364,0.157283,0.652227,0.745358,QSO
38,0.998752,0.998787,0.476371,0.422297,0.998937,0.497754,0.367431,0.497761,0.646095,QSO
39,0.998731,0.998735,0.450517,0.405785,0.998936,0.081182,0.001444,0.081182,0.150191,STAR
40,0.998942,0.999047,0.548636,0.456833,0.999011,0.458921,0.066796,0.45892,0.605407,GALAXY
41,0.998769,0.998769,0.457912,0.412562,0.998929,0.098199,0.001408,0.0982,0.178181,STAR
42,0.998899,0.998799,0.423499,0.356906,0.99878,0.362993,0.030871,0.363,0.564446,GALAXY
43,0.998544,0.998488,0.296743,0.256979,0.998567,0.018899,0.006472,0.018891,0.051338,GALAXY
44,0.998645,0.998635,0.386064,0.339362,0.998757,0.003095,0.008735,0.003094,0.000137,GALAXY
45,0.999161,0.999007,0.512783,0.432604,0.998958,0.499144,0.052111,0.499145,0.648553,GALAXY
46,0.998573,0.998507,0.303175,0.262566,0.998578,0.097473,0.010045,0.097468,0.198662,GALAXY
47,0.998949,0.999,0.53737,0.446475,0.998984,0.412501,0.088843,0.412507,0.597078,GALAXY
48,0.999042,0.999002,0.508874,0.423703,0.998937,0.292982,0.074475,0.292973,0.551748,GALAXY
49,0.999027,0.9991,0.619065,0.513994,0.999118,0.757351,0.111303,0.757349,0.880393,GALAXY
50,0.99896,0.999025,0.591804,0.511957,0.99917,0.899836,0.230255,0.899845,0.927089,QSO
51,0.99903,0.998959,0.497117,0.406538,0.998882,0.290367,0.074394,0.290367,0.502594,GALAXY
52,0.999141,0.99914,0.581152,0.465285,0.999001,0.8123,0.107895,0.812312,0.89473,GALAXY
53,0.999282,0.999084,0.54782,0.455986,0.998989,0.299572,0.064198,0.299568,0.551611,GALAXY
54,0.999135,0.999082,0.539168,0.440523,0.998955,0.334086,0.078231,0.334093,0.576051,GALAXY
55,0.998679,0.998615,0.353658,0.304661,0.99867,0.08184,0.011937,0.081834,0.18651,GALAXY
56,0.999082,0.998932,0.471256,0.397757,0.998876,0.29331,0.052709,0.293299,0.512288,GALAXY
57,0.999186,0.999107,0.577069,0.467069,0.999029,0.521868,0.074862,0.521863,0.656335,GALAXY
58,0.998966,0.998981,0.560912,0.498246,0.999119,0.853269,0.001269,0.853269,0.941152,STAR
59,0.99924,0.999089,0.583955,0.485159,0.999055,0.275958,0.037601,0.275955,0.495904,GALAXY
60,0.998909,0.998788,0.413174,0.318842,0.998664,0.114808,0.001415,0.114811,0.210131,STAR
61,0.998724,0.998611,0.349172,0.304416,0.998681,0.06726,0.001415,0.067258,0.14077,STAR
62,0.999253,0.999003,0.564197,0.496288,0.999156,0.318459,0.001399,0.318459,0.557073,STAR
63,0.999142,0.998968,0.558027,0.500415,0.999127,0.419427,0.001438,0.419428,0.596668,STAR
64,0.999024,0.99906,0.548846,0.45514,0.999006,0.411291,0.075226,0.411286,0.599672,GALAXY
